frame.number,ip.src,ip.dst,tcp.srcport,udp.srcport,tcp.dstport,udp.dstport,ip.proto,Flow_ID
388,10.0.0.3,10.0.0.2,22,,53850,,6,2
389,10.0.0.2,10.0.0.3,53850,,22,,6,2
390,10.0.0.3,10.0.0.2,22,,53850,,6,2
391,10.0.0.2,10.0.0.3,53850,,22,,6,2
392,10.0.0.2,10.0.0.1,8096,,47640,,6,1
393,10.0.0.1,10.0.0.2,47640,,8096,,6,1
394,10.0.0.2,10.0.0.1,8096,,47640,,6,1
395,10.0.0.1,10.0.0.2,47640,,8096,,6,1
396,10.0.0.1,10.0.0.2,47640,,8096,,6,1
397,10.0.0.1,10.0.0.2,47640,,8096,,6,1
398,10.0.0.2,10.0.0.1,8096,,47640,,6,1
399,10.0.0.1,10.0.0.2,47640,,8096,,6,1
400,10.0.0.2,10.0.0.1,8096,,47640,,6,1
401,10.0.0.2,10.0.0.3,53850,,22,,6,2
402,10.0.0.3,10.0.0.2,22,,53850,,6,2
403,10.0.0.1,10.0.0.2,47640,,8096,,6,1
404,10.0.0.1,10.0.0.2,47640,,8096,,6,1
405,10.0.0.2,10.0.0.1,8096,,47640,,6,1
406,10.0.0.1,10.0.0.2,47640,,8096,,6,1
407,10.0.0.2,10.0.0.3,53850,,22,,6,2
408,10.0.0.3,10.0.0.2,22,,53850,,6,2
409,10.0.0.1,10.0.0.2,47640,,8096,,6,1
410,10.0.0.2,10.0.0.1,8096,,47640,,6,1
411,10.0.0.1,10.0.0.2,47640,,8096,,6,1
412,10.0.0.2,10.0.0.3,53850,,22,,6,2
413,10.0.0.3,10.0.0.2,22,,53850,,6,2
414,10.0.0.1,10.0.0.2,47640,,8096,,6,1
415,10.0.0.2,10.0.0.1,8096,,47640,,6,1
416,10.0.0.1,10.0.0.2,47640,,8096,,6,1
417,10.0.0.2,10.0.0.3,53850,,22,,6,2
418,10.0.0.3,10.0.0.2,22,,53850,,6,2
419,10.0.0.1,10.0.0.2,47640,,8096,,6,1
420,10.0.0.2,10.0.0.1,8096,,47640,,6,1
421,10.0.0.1,10.0.0.2,47640,,8096,,6,1
422,10.0.0.2,10.0.0.3,53850,,22,,6,2
423,10.0.0.3,10.0.0.2,22,,53850,,6,2
424,10.0.0.3,10.0.0.2,22,,53850,,6,2
425,10.0.0.2,10.0.0.3,53850,,22,,6,2
426,10.0.0.2,10.0.0.1,8096,,47640,,6,1
427,10.0.0.1,10.0.0.2,47640,,8096,,6,1
428,10.0.0.1,10.0.0.2,47640,,8096,,6,1
429,10.0.0.3,10.0.0.2,22,,53850,,6,2
430,10.0.0.2,10.0.0.3,53850,,22,,6,2
431,10.0.0.2,10.0.0.1,8096,,47640,,6,1
